City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Ust-Nera,RU,2020-06-19 02:27:11,64.57,143.2,79.75,27,78,6.4
305,Darhan,MN,2020-06-19 02:27:11,49.49,105.92,69.85,60,97,2.06
306,Rawson,AR,2020-06-19 02:27:12,-43.3,-65.1,53.53,49,0,23.76
307,Nome,US,2020-06-19 02:27:12,64.5,-165.41,53.6,81,40,9.17
308,Rio Gallegos,AR,2020-06-19 02:27:12,-51.62,-69.22,33.8,100,90,6.93
309,Senador Jose Porfirio,BR,2020-06-19 02:27:13,-2.59,-51.95,78.33,74,57,4.61
310,Hokitika,NZ,2020-06-19 02:27:15,-42.72,170.97,58.03,59,5,4.36
311,Portland,US,2020-06-19 02:26:10,45.52,-122.68,80.6,39,40,8.05
312,Kieta,PG,2020-06-19 02:27:17,-6.22,155.63,84.67,71,35,3.58
313,Sao Joao Da Barra,BR,2020-06-19 02:27:18,-21.64,-41.05,69.6,87,75,10.47
314,Ancud,CL,2020-06-19 02:27:18,-41.87,-73.82,48.0,87,75,9.17
315,Anloga,GH,2020-06-19 02:27:18,5.79,0.9,78.8,88,40,2.24
316,Mumford,GH,2020-06-19 02:27:18,5.26,-0.76,77.41,87,100,8.86
317,Sigli,ID,2020-06-19 02:27:18,5.38,95.96,82.04,71,62,3.38
318,Nara,JP,2020-06-19 02:27:19,34.69,135.8,68.0,94,75,3.36
319,Naliya,IN,2020-06-19 02:27:19,23.27,68.83,86.31,74,42,12.08
320,Tiznit,MA,2020-06-19 02:27:19,29.58,-9.5,61.92,83,30,4.32
321,Hinton,CA,2020-06-19 02:23:02,53.4,-117.59,65.84,49,78,3.31
322,San Patricio,MX,2020-06-19 02:27:20,19.22,-104.7,79.03,69,1,6.11
323,Borba,BR,2020-06-19 02:27:20,-4.39,-59.59,77.95,84,97,1.7
324,Nanortalik,GL,2020-06-19 02:27:20,60.14,-45.24,37.98,87,76,4.43
325,Tura,IN,2020-06-19 02:23:27,25.52,90.22,78.35,91,85,4.65
326,Tevaitoa,PF,2020-06-19 02:27:21,-16.78,-151.5,81.39,72,18,2.19
327,Mikhaylovka,RU,2020-06-19 02:27:21,50.06,43.24,69.01,73,5,4.0
328,Presidencia Roque Saenz Pena,AR,2020-06-19 02:27:21,-26.79,-60.44,64.0,67,71,1.99
329,Nanlong,CN,2020-06-19 02:27:21,31.35,106.06,80.64,67,13,3.56
330,Aswan,EG,2020-06-19 02:27:21,24.09,32.91,78.8,27,0,12.5
331,Oksfjord,NO,2020-06-19 02:27:22,70.24,22.35,46.4,70,100,18.34
332,Chenzhou,CN,2020-06-19 02:27:22,25.8,113.03,87.39,69,84,4.88
333,Hays,US,2020-06-19 02:27:22,30.05,-98.03,82.0,66,100,1.99
334,Liberty,US,2020-06-19 02:27:22,31.83,-81.5,75.2,88,40,4.7
335,Vila Velha,BR,2020-06-19 02:27:22,-20.33,-40.29,66.99,93,2,2.24
336,Valparaiso,CL,2020-06-19 02:27:23,-33.04,-71.63,57.2,67,20,4.7
337,Sioux Lookout,CA,2020-06-19 02:27:23,50.1,-91.92,68.0,94,90,5.82
338,Mamallapuram,IN,2020-06-19 02:27:23,12.63,80.17,89.6,55,40,10.29
339,Khandyga,RU,2020-06-19 02:27:24,62.67,135.6,81.95,31,0,2.89
340,Petropavlovsk-Kamchatskiy,RU,2020-06-19 02:27:24,53.05,158.65,51.8,76,40,11.18
341,Taoudenni,ML,2020-06-19 02:27:24,22.68,-3.98,97.9,15,35,13.98
342,Coahuayana,MX,2020-06-19 02:27:24,18.73,-103.68,79.36,67,17,2.93
343,Mpika,ZM,2020-06-19 02:27:24,-11.83,31.45,50.22,96,28,7.81
344,Jashpurnagar,IN,2020-06-19 02:27:24,22.9,84.15,78.75,70,62,5.48
345,Uyovu,TZ,2020-06-19 02:27:25,-3.28,31.53,66.29,60,100,3.6
346,Ruteng,ID,2020-06-19 02:27:25,-8.61,120.47,71.83,81,35,5.14
347,Dossor,KZ,2020-06-19 02:27:25,47.53,52.98,80.17,38,0,7.76
348,Manggar,ID,2020-06-19 02:22:53,-2.88,108.27,79.16,88,100,10.65
349,Airai,TL,2020-06-19 02:27:25,-8.93,125.41,68.05,80,80,6.53
350,San Andres,CO,2020-06-19 02:27:26,12.58,-81.7,82.4,74,20,9.17
351,Medicine Hat,CA,2020-06-19 02:27:26,50.05,-110.67,59.0,47,75,8.05
352,Vysoke,UA,2020-06-19 02:27:26,50.38,29.52,70.0,64,88,4.47
353,Klaksvik,FO,2020-06-19 02:27:26,62.23,-6.59,48.2,100,73,4.7
354,Kantang,TH,2020-06-19 02:27:26,7.41,99.52,78.8,94,40,1.19
355,Silver City,US,2020-06-19 02:27:26,32.77,-108.28,82.4,7,1,10.29
356,Shelton,US,2020-06-19 02:26:30,41.32,-73.09,69.8,88,1,5.82
357,Jardim,BR,2020-06-19 02:23:18,-21.48,-56.14,69.21,71,0,3.8
358,Mogadishu,SO,2020-06-19 02:27:27,2.04,45.34,77.56,85,97,14.36
359,Sile,TR,2020-06-19 02:27:27,41.18,29.61,66.99,78,0,5.3
360,Paamiut,GL,2020-06-19 02:27:27,61.99,-49.67,38.21,89,8,15.7
361,Mackay,AU,2020-06-19 02:26:53,-21.15,149.2,73.99,73,60,16.11
362,Liku,ID,2020-06-19 02:23:22,-0.73,119.89,84.56,67,100,2.26
363,Bilibino,RU,2020-06-19 02:22:50,68.05,166.44,77.68,21,0,11.03
364,Myra,IT,2020-06-19 02:27:28,45.44,12.13,63.0,88,44,3.36
365,Bitung,ID,2020-06-19 02:27:29,1.45,125.18,89.6,59,40,3.36
366,Churapcha,RU,2020-06-19 02:27:29,62.0,132.43,76.98,37,0,10.36
367,Paragominas,BR,2020-06-19 02:27:29,-2.97,-47.48,72.99,79,48,3.49
368,Canora,CA,2020-06-19 02:27:29,51.63,-102.43,44.6,87,90,11.41
369,Terra Santa,BR,2020-06-19 02:27:29,-2.1,-56.49,75.2,93,71,2.46
370,Kenai,US,2020-06-19 02:27:29,60.55,-151.26,57.2,71,90,17.22
371,Manicore,BR,2020-06-19 02:27:30,-5.81,-61.3,77.0,94,33,0.74
372,Dudinka,RU,2020-06-19 02:27:30,69.41,86.18,46.4,46,100,22.37
373,Banon,ES,2020-06-19 02:27:30,40.84,-1.19,62.6,93,90,3.04
374,Calama,CL,2020-06-19 02:23:01,-22.47,-68.93,44.6,17,1,16.11
375,Cherskiy,RU,2020-06-19 02:27:30,68.75,161.3,79.88,25,0,10.6
376,Saint Anthony,US,2020-06-19 02:27:31,45.02,-93.22,68.0,88,75,10.29
377,Otane,NZ,2020-06-19 02:27:31,-39.88,176.63,57.0,90,100,7.0
378,Anton Lizardo,MX,2020-06-19 02:27:32,19.05,-95.98,84.0,83,40,6.93
379,Tsabong,BW,2020-06-19 02:27:32,-26.02,22.4,46.92,58,0,10.51
380,Tres Arroyos,AR,2020-06-19 02:27:32,-38.37,-60.28,49.3,63,0,10.83
381,Maragogi,BR,2020-06-19 02:26:50,-9.01,-35.22,75.18,88,8,9.75
382,Provideniya,RU,2020-06-19 02:27:32,64.38,-173.3,55.4,66,29,8.95
383,Bilma,NE,2020-06-19 02:27:33,18.69,12.92,85.77,19,0,4.43
384,Conde,BR,2020-06-19 02:26:19,-7.26,-34.91,73.4,100,90,8.05
385,Torzhok,RU,2020-06-19 02:27:33,57.04,34.96,65.75,87,100,3.22
386,Srednekolymsk,RU,2020-06-19 02:27:33,67.45,153.68,89.47,18,0,9.22
387,Cristalina,BR,2020-06-19 02:27:33,-16.77,-47.61,55.74,92,0,2.48
388,Severo-Kurilsk,RU,2020-06-19 02:27:34,50.68,156.12,44.17,85,98,12.55
389,Talikota,IN,2020-06-19 02:27:34,16.48,76.32,77.92,74,100,14.29
390,Raudeberg,NO,2020-06-19 02:25:10,61.99,5.14,64.99,77,23,3.47
391,Necochea,AR,2020-06-19 02:27:35,-38.55,-58.74,46.99,86,12,3.0
392,Biltine,TD,2020-06-19 02:27:35,14.53,20.92,76.23,64,0,6.91
393,Jalu,LY,2020-06-19 02:27:35,29.03,21.55,72.41,32,0,3.27
394,Psebay,RU,2020-06-19 02:27:35,44.12,40.81,60.96,67,100,4.9
395,Jonesboro,US,2020-06-19 02:27:35,35.84,-90.7,82.4,51,40,3.49
396,Taltal,CL,2020-06-19 02:27:36,-25.4,-70.48,59.14,65,63,5.32
397,Zolotkovo,RU,2020-06-19 02:27:36,55.53,41.11,56.91,92,0,6.04
398,Santa Cruz Cabralia,BR,2020-06-19 02:27:36,-16.28,-39.02,73.4,94,90,10.29
399,Bourg-En-Bresse,FR,2020-06-19 02:27:36,46.17,5.17,55.0,94,8,1.57
400,Visnes,NO,2020-06-19 02:27:36,59.36,5.22,61.0,100,100,6.93
401,Vanimo,PG,2020-06-19 02:27:37,-2.67,141.3,86.45,62,20,6.22
402,Burns Lake,CA,2020-06-19 02:27:37,54.23,-125.75,67.21,50,100,5.99
403,Hearst,CA,2020-06-19 02:27:37,49.68,-83.67,69.24,57,0,6.6
404,Tigil,RU,2020-06-19 02:27:37,57.8,158.67,60.76,68,76,3.89
405,Fort Myers Beach,US,2020-06-19 02:25:01,26.45,-81.95,78.01,88,20,3.36
406,Hamilton,US,2020-06-19 02:24:44,39.18,-84.53,71.01,93,1,1.92
407,Thunder Bay,CA,2020-06-19 02:27:38,48.4,-89.32,64.99,77,75,3.36
408,Sobolevo,RU,2020-06-19 02:27:38,54.43,31.9,63.05,92,0,4.81
409,Luanda,AO,2020-06-19 02:27:38,-8.84,13.23,71.6,94,75,4.7
410,Fare,PF,2020-06-19 02:27:38,-16.7,-151.02,81.41,76,31,6.91
411,Arcata,US,2020-06-19 02:25:12,40.87,-124.08,66.0,82,1,8.05
412,Pochutla,MX,2020-06-19 02:27:39,15.74,-96.47,80.01,88,92,2.01
413,Les Escoumins,CA,2020-06-19 02:27:39,48.11,-69.02,73.15,57,0,15.77
414,Inhambane,MZ,2020-06-19 02:27:39,-23.86,35.38,66.13,83,1,7.25
415,Razgrad,BG,2020-06-19 02:27:39,43.53,26.52,60.62,91,0,7.83
416,Isangel,VU,2020-06-19 02:27:40,-19.55,169.27,78.8,74,90,5.82
417,Namibe,AO,2020-06-19 02:27:40,-15.2,12.15,71.37,57,0,4.56
418,Tabuk,PH,2020-06-19 02:27:40,17.42,121.44,87.22,65,1,6.49
419,Gold Coast,AU,2020-06-19 02:27:07,-28.0,153.43,68.0,82,90,12.75
420,Walcz,PL,2020-06-19 02:27:41,53.28,16.47,57.99,91,100,2.1
421,Bonavista,CA,2020-06-19 02:27:41,48.65,-53.11,51.01,85,100,1.99
422,Ola,RU,2020-06-19 02:27:41,59.58,151.28,58.14,70,27,8.39
423,Soyo,AO,2020-06-19 02:27:41,-6.13,12.37,72.27,90,68,3.6
424,Zemio,CF,2020-06-19 02:27:42,5.03,25.14,66.58,97,100,4.07
425,Wajima,JP,2020-06-19 02:27:42,37.4,136.9,77.0,61,40,11.41
426,Zavitinsk,RU,2020-06-19 02:27:43,50.12,129.45,64.08,72,100,8.48
427,Rocha,UY,2020-06-19 02:27:43,-34.48,-54.33,53.46,79,86,8.7
428,Leshukonskoye,RU,2020-06-19 02:27:43,64.9,45.76,58.03,56,100,8.5
429,Shahjahanpur,IN,2020-06-19 02:27:43,27.88,79.92,89.02,61,69,12.5
430,Somerset East,ZA,2020-06-19 02:27:43,-32.72,25.59,49.59,49,0,7.4
431,Zhemtala,RU,2020-06-19 02:27:44,43.28,43.66,64.0,82,75,4.47
432,Chuzhou,CN,2020-06-19 02:27:44,32.32,118.3,74.46,68,11,5.55
433,Nouadhibou,MR,2020-06-19 02:27:44,20.93,-17.03,71.6,78,0,19.46
434,Cangucu,BR,2020-06-19 02:27:45,-31.39,-52.68,57.0,88,28,1.99
435,Abashiri,JP,2020-06-19 02:27:45,44.02,144.27,57.2,87,75,8.05
436,Gornopravdinsk,RU,2020-06-19 02:27:45,60.05,69.9,45.99,61,86,8.55
437,Asfi,MA,2020-06-19 02:27:46,32.3,-9.24,66.65,80,42,14.65
438,Puerto Del Rosario,ES,2020-06-19 02:27:46,28.5,-13.86,71.6,78,20,17.22
439,Abu Dhabi,AE,2020-06-19 02:26:44,24.47,54.37,87.01,78,41,2.24
440,Nelson Bay,AU,2020-06-19 02:27:46,-32.72,152.15,66.0,63,20,4.7
441,Les Cayes,HT,2020-06-19 02:27:46,18.2,-73.75,78.82,81,0,4.03
442,Mabaruma,GY,2020-06-19 02:27:47,8.2,-59.78,76.64,91,100,3.67
443,Tautira,PF,2020-06-19 02:27:47,-17.73,-149.15,82.4,74,75,6.93
444,Olafsvik,IS,2020-06-19 02:27:47,64.89,-23.71,48.15,79,99,13.71
445,Haapiti,PF,2020-06-19 02:27:47,-17.57,-149.87,82.4,74,75,6.93
446,Yambio,SS,2020-06-19 02:27:48,4.57,28.4,66.18,98,99,3.06
447,Jambi,ID,2020-06-19 02:27:48,-1.6,103.62,79.29,84,95,2.77
448,Shubarkuduk,KZ,2020-06-19 02:27:48,49.14,56.49,64.18,51,0,6.98
449,Mitsamiouli,KM,2020-06-19 02:27:48,-11.38,43.28,77.74,62,0,11.07
450,Spasskoye,RU,2020-06-19 02:27:48,44.61,132.8,63.12,70,4,8.66
451,Cairns,AU,2020-06-19 02:23:51,-16.92,145.77,77.0,65,90,17.22
452,Chifeng,CN,2020-06-19 02:27:49,42.27,118.96,81.25,32,0,3.06
453,Kandrian,PG,2020-06-19 02:27:49,-6.22,149.55,81.75,82,38,11.3
454,Vizovice,CZ,2020-06-19 02:27:49,49.22,17.85,61.0,95,100,3.0
455,Mossendjo,CG,2020-06-19 02:27:49,-2.95,12.73,65.62,99,95,2.01
456,Qui Nhon,VN,2020-06-19 02:27:50,13.77,109.23,88.05,61,49,3.83
457,Andenes,NO,2020-06-19 02:27:50,69.31,16.12,42.8,81,77,9.17
458,Mashhad,IR,2020-06-19 02:27:50,36.3,59.61,69.8,26,0,4.7
459,Isla Mujeres,MX,2020-06-19 02:27:50,21.23,-86.73,82.99,74,75,4.7
460,Pacific Grove,US,2020-06-19 02:22:55,36.62,-121.92,69.8,52,1,4.7
461,Atambua,ID,2020-06-19 02:27:51,-9.11,124.89,80.29,66,92,6.42
462,Hobyo,SO,2020-06-19 02:27:51,5.35,48.53,78.31,74,49,23.26
463,Tilichiki,RU,2020-06-19 02:27:51,60.47,166.1,60.3,67,100,9.55
464,Guerrero Negro,MX,2020-06-19 02:27:52,27.98,-114.06,65.23,74,0,18.88
465,Aktau,KZ,2020-06-19 02:27:52,43.65,51.2,75.2,25,23,8.95
466,Ouadda,CF,2020-06-19 02:27:52,8.08,22.4,67.44,93,100,2.95
467,Iracoubo,GF,2020-06-19 02:27:52,5.48,-53.2,77.22,85,100,6.35
468,Linden,GY,2020-06-19 02:27:53,6.0,-58.3,77.0,94,20,2.24
469,Rio Cuarto,AR,2020-06-19 02:27:53,-33.13,-64.35,53.6,40,69,9.17
470,Masuguru,TZ,2020-06-19 02:27:53,-11.37,38.42,64.33,86,0,3.56
471,Beloha,MG,2020-06-19 02:24:53,-25.17,45.05,62.83,84,7,13.0
472,Altoona,US,2020-06-19 02:27:53,40.52,-78.39,66.0,89,70,2.95
473,Berwick,US,2020-06-19 02:23:05,41.05,-76.23,69.01,88,94,4.0
474,Port-Gentil,GA,2020-06-19 02:27:54,-0.72,8.78,73.27,86,100,6.62
475,Isabela,PH,2020-06-19 02:27:54,6.71,121.97,87.8,70,75,4.7
476,Bandarban,BD,2020-06-19 02:27:54,22.2,92.23,80.6,94,90,3.36
477,San Pedro,PH,2020-06-19 02:27:54,14.35,121.02,87.8,70,75,6.93
478,Westport,US,2020-06-19 02:24:12,41.14,-73.36,69.8,88,1,5.82
479,Mujiayingzi,CN,2020-06-19 02:27:55,42.12,118.78,80.91,30,0,3.44
480,Middelburg,ZA,2020-06-19 02:27:55,-25.78,29.46,38.71,85,0,7.25
481,Omboue,GA,2020-06-19 02:27:55,-1.57,9.26,73.02,88,100,3.78
482,Jiazi,CN,2020-06-19 02:27:55,22.88,116.07,85.6,76,100,12.44
483,Port Hardy,CA,2020-06-19 02:25:38,50.7,-127.42,62.6,77,90,3.36
484,Matamoros,MX,2020-06-19 02:27:56,25.53,-103.25,87.8,35,75,20.8
485,Lypova Dolyna,UA,2020-06-19 02:27:56,50.56,33.8,65.82,88,86,7.23
486,Mercedes,AR,2020-06-19 02:27:56,-34.65,-59.43,51.01,85,15,4.0
487,Nagua,DO,2020-06-19 02:27:56,19.38,-69.85,77.86,88,3,7.83
488,Sisimiut,GL,2020-06-19 02:27:56,66.94,-53.67,42.46,68,24,12.46
489,Walvis Bay,NA,2020-06-19 02:27:57,-22.96,14.51,75.99,32,0,17.18
490,Poum,NC,2020-06-19 02:27:57,-20.23,164.02,74.93,74,58,9.66
491,Talnakh,RU,2020-06-19 02:27:57,69.49,88.4,46.4,50,100,22.37
492,Mkushi,ZM,2020-06-19 02:27:57,-13.62,29.39,48.18,92,0,5.23
493,Jibuti,DJ,2020-06-19 02:27:57,11.5,42.5,85.19,32,64,3.87
494,Liverpool,GB,2020-06-19 02:27:58,53.41,-2.98,57.2,93,70,12.75
495,Paita,PE,2020-06-19 02:27:58,-5.09,-81.11,65.86,81,2,14.43
496,Natal,BR,2020-06-19 02:25:49,-5.79,-35.21,73.4,94,40,8.05
497,Cockburn Town,TC,2020-06-19 02:27:58,21.46,-71.14,82.53,80,1,18.68
498,Port Macquarie,AU,2020-06-19 02:27:59,-31.43,152.92,66.99,67,47,3.62
499,Waddan,LY,2020-06-19 02:27:59,29.16,16.14,81.37,19,0,9.06
500,Buraydah,SA,2020-06-19 02:25:23,26.33,43.98,75.2,33,90,5.82
501,Santa Maria,BR,2020-06-19 02:27:59,-29.68,-53.81,68.0,82,75,5.82
502,Tanda,IN,2020-06-19 02:27:59,26.55,82.65,81.61,85,100,5.37
503,Charagua,BO,2020-06-19 02:28:00,-19.8,-63.22,61.47,69,3,3.13
504,Phayakkhaphum Phisai,TH,2020-06-19 02:28:00,15.52,103.19,84.2,79,40,3.36
505,Lagoa,PT,2020-06-19 02:28:00,39.05,-27.98,63.91,90,0,12.95
506,The Valley,AI,2020-06-19 02:27:26,18.22,-63.06,82.99,78,40,11.41
507,Gouyave,GD,2020-06-19 02:28:00,12.16,-61.73,80.6,88,75,17.22
508,Ulaangom,MN,2020-06-19 02:28:01,49.98,92.07,69.73,32,0,7.09
509,Panalingaan,PH,2020-06-19 02:28:01,8.78,117.42,88.02,63,40,2.75
510,Saldanha,ZA,2020-06-19 02:28:01,-33.01,17.94,62.6,45,0,11.41
511,Severnyy,RU,2020-06-19 02:28:01,50.68,36.55,68.0,72,88,6.71
512,Mizdah,LY,2020-06-19 02:28:02,31.45,12.98,80.28,19,0,6.71
513,Belyy Yar,RU,2020-06-19 02:28:02,53.6,91.39,60.8,77,40,8.95
514,Podgornoye,RU,2020-06-19 02:28:02,51.73,39.15,68.0,77,40,4.47
515,Betera,ES,2020-06-19 02:28:02,39.58,-0.45,71.01,88,90,3.78
516,Darnah,LY,2020-06-19 02:28:03,32.77,22.64,74.39,42,0,13.2
517,Ostrovnoy,RU,2020-06-19 02:28:03,68.05,39.51,42.57,93,100,15.46
518,Fountain Hills,US,2020-06-19 02:28:03,33.61,-111.72,98.6,6,1,9.17
519,Ozinki,RU,2020-06-19 02:28:03,51.18,49.68,57.56,72,89,12.26
520,Sapa,PH,2020-06-19 02:28:04,5.15,120.32,83.93,79,100,9.55
521,Lompoc,US,2020-06-19 02:27:27,34.64,-120.46,64.0,77,1,9.17
522,Ayan,RU,2020-06-19 02:28:04,56.45,138.17,45.64,88,93,7.4
523,Sungaipenuh,ID,2020-06-19 02:28:04,-2.08,101.38,70.93,86,96,1.41
524,Saint-Joseph,RE,2020-06-19 02:28:05,-21.37,55.62,69.8,64,64,20.8
525,Moerai,PF,2020-06-19 02:28:05,-22.43,-151.33,72.41,78,23,22.95
526,Lhokseumawe,ID,2020-06-19 02:28:05,5.18,97.15,83.26,70,18,4.68
527,Nanchang,CN,2020-06-19 02:28:05,28.68,115.88,74.17,87,100,6.93
528,Santiago Del Estero,AR,2020-06-19 02:27:57,-27.8,-64.26,59.22,45,41,5.75
529,Dubrovnik,HR,2020-06-19 02:28:06,42.65,18.09,66.2,77,0,5.82
530,Brigantine,US,2020-06-19 02:28:06,39.41,-74.36,68.0,88,90,6.53
531,Mayenne,FR,2020-06-19 02:28:06,48.33,-0.67,51.8,100,27,5.82
532,Ndele,CF,2020-06-19 02:28:06,8.41,20.65,70.03,94,94,2.89
533,Rusape,ZW,2020-06-19 02:25:07,-18.53,32.13,49.12,96,100,6.89
534,Nuuk,GL,2020-06-19 02:28:07,64.18,-51.72,33.8,100,100,8.05
535,Dingle,PH,2020-06-19 02:28:07,11.0,122.67,81.95,74,100,5.01
536,Sao Borja,BR,2020-06-19 02:27:57,-28.66,-56.0,66.25,85,97,5.08
537,Namatanai,PG,2020-06-19 02:28:07,-3.67,152.43,84.76,72,21,1.59
538,Port-Cartier,CA,2020-06-19 02:23:20,50.03,-66.87,69.01,64,75,5.82
539,Nikki,BJ,2020-06-19 02:28:08,9.94,3.21,72.99,92,97,8.5
540,Yala,TH,2020-06-19 02:28:08,6.33,101.25,86.0,70,20,4.7
541,Ushtobe,KZ,2020-06-19 02:28:08,45.25,77.98,74.01,24,0,6.8
542,Nakapiripirit,UG,2020-06-19 02:28:08,1.92,34.78,62.31,90,6,3.56
543,Kyzyl-Suu,KG,2020-06-19 02:28:09,42.34,78.0,55.51,62,90,2.48
544,Miri,MY,2020-06-19 02:23:41,4.41,114.01,86.0,79,75,6.93
545,Capreol,CA,2020-06-19 02:24:48,46.71,-80.92,68.0,60,5,6.93
546,Novomykolayivka,UA,2020-06-19 02:28:10,47.98,35.91,72.0,49,100,2.24
547,Rosoman,MK,2020-06-19 02:28:10,41.52,21.95,59.0,87,20,2.24
548,Paranapanema,BR,2020-06-19 02:28:10,-23.39,-48.72,61.93,84,100,3.62
549,Riyadh,SA,2020-06-19 02:28:11,24.69,46.72,80.6,15,0,8.05
550,Lerwick,GB,2020-06-19 02:24:54,60.15,-1.15,51.8,100,98,14.99
551,Ilmajoki,FI,2020-06-19 02:28:11,62.73,22.57,55.0,100,75,1.12
552,Chicama,PE,2020-06-19 02:28:11,-7.84,-79.15,64.69,78,3,5.99
553,Karratha,AU,2020-06-19 02:28:12,-20.74,116.85,80.71,37,0,11.77
554,Pafos,CY,2020-06-19 02:28:12,34.77,32.42,71.6,88,90,10.29
