City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
302,Tagusao,PH,9.19,117.81,80.71,80,69,3.47,broken clouds,0.0,0.0
303,Pandan,PH,14.05,124.17,81.01,86,63,7.49,broken clouds,0.0,0.0
304,Bathsheba,BB,13.22,-59.52,86.0,74,40,21.92,haze,0.0,0.0
305,Pevek,RU,69.7,170.31,44.4,70,4,4.25,clear sky,0.0,0.0
306,Polunochnoye,RU,60.87,60.42,45.46,97,100,2.84,light rain,0.26,0.0
307,Rocha,UY,-34.48,-54.33,60.84,90,95,3.4,overcast clouds,0.0,0.0
308,Sitka,US,57.05,-135.33,53.6,71,90,4.7,light rain,0.0,0.0
309,Hami,CN,42.8,93.45,70.21,23,30,8.52,scattered clouds,0.0,0.0
310,Nome,US,64.5,-165.41,66.99,77,75,10.29,broken clouds,0.0,0.0
311,Kudymkar,RU,59.02,54.66,46.24,75,71,7.65,broken clouds,0.0,0.0
312,Kelamangalam,IN,12.6,77.85,69.8,100,75,12.75,broken clouds,0.0,0.0
313,Paamiut,GL,61.99,-49.67,41.77,84,57,12.71,broken clouds,0.0,0.0
314,Hay River,CA,60.82,-115.8,82.4,34,40,14.99,scattered clouds,0.0,0.0
315,Qui Nhon,VN,13.77,109.23,79.72,83,99,4.68,overcast clouds,0.0,0.0
316,Lebu,CL,-37.62,-73.65,51.58,81,100,9.89,overcast clouds,0.0,0.0
317,Rome,US,34.26,-85.16,88.0,45,40,8.05,thunderstorm,0.0,0.0
318,Boden,SE,65.83,21.69,62.6,72,0,8.05,clear sky,0.0,0.0
319,Timra,SE,62.49,17.33,64.0,82,0,5.82,clear sky,0.0,0.0
320,Bonfim,BR,3.08,-59.95,84.45,70,96,4.23,light rain,0.17,0.0
321,Arlit,NE,18.74,7.39,98.1,8,42,5.86,scattered clouds,0.0,0.0
322,Wasaga Beach,CA,44.52,-80.02,87.8,43,20,18.34,few clouds,0.0,0.0
323,Bereda,ES,43.27,-7.54,66.99,91,5,5.99,clear sky,0.0,0.0
324,Kununurra,AU,-15.77,128.73,75.2,39,0,11.41,clear sky,0.0,0.0
325,Craig,US,40.52,-107.55,80.6,31,40,13.87,scattered clouds,0.0,0.0
326,Keelung,TW,25.13,121.74,84.2,74,40,3.36,scattered clouds,0.0,0.0
327,Sur,OM,22.57,59.53,86.4,68,100,11.9,overcast clouds,0.0,0.0
328,Kieta,PG,-6.22,155.63,78.49,77,28,3.78,scattered clouds,0.0,0.0
329,Suna,RU,57.83,50.06,43.45,75,9,6.08,clear sky,0.0,0.0
330,Bahia Blanca,AR,-38.72,-62.27,54.93,41,0,5.19,clear sky,0.0,0.0
331,Hoquiam,US,46.98,-123.89,64.0,59,20,12.75,few clouds,0.0,0.0
332,Vyazemskiy,RU,47.54,134.75,53.17,97,100,3.91,light rain,0.46,0.0
333,Pierre,US,44.37,-100.35,81.0,44,1,4.7,clear sky,0.0,0.0
334,Valladolid,ES,41.58,-4.67,78.01,40,0,5.82,clear sky,0.0,0.0
335,Lamu,KE,-2.27,40.9,78.48,79,72,19.8,broken clouds,0.0,0.0
336,Srednekolymsk,RU,67.45,153.68,80.85,30,0,5.68,clear sky,0.0,0.0
337,Nabire,ID,-3.37,135.48,75.02,88,11,4.0,few clouds,0.0,0.0
338,Prabumulih,ID,-3.45,104.25,73.9,99,100,2.24,overcast clouds,0.0,0.0
339,Urumqi,CN,43.8,87.6,60.8,51,2,2.24,clear sky,0.0,0.0
340,Zhigansk,RU,66.77,123.37,62.01,81,1,12.93,clear sky,0.0,0.0
341,Ust-Kut,RU,56.79,105.77,56.7,78,40,1.7,scattered clouds,0.0,0.0
342,Oistins,BB,13.07,-59.53,86.0,74,40,21.92,haze,0.0,0.0
343,Ancud,CL,-41.87,-73.82,48.0,100,90,11.41,overcast clouds,0.0,0.0
344,Piacabucu,BR,-10.41,-36.43,76.03,75,0,8.63,clear sky,0.0,0.0
345,Harper,LR,4.38,-7.72,76.77,86,100,11.83,overcast clouds,0.0,0.0
346,Kwinana,AU,-32.25,115.77,64.99,42,75,13.87,broken clouds,0.0,0.0
347,Iisalmi,FI,63.56,27.19,62.6,55,23,4.7,few clouds,0.0,0.0
348,Baykit,RU,61.67,96.37,56.03,77,34,3.31,scattered clouds,0.0,0.0
349,Tiszaszentimre,HU,47.48,20.73,68.0,100,75,6.93,broken clouds,0.0,0.0
350,Haapsalu,EE,58.94,23.54,57.99,71,0,3.0,clear sky,0.0,0.0
351,Leningradskiy,RU,69.38,178.42,48.38,66,0,1.81,clear sky,0.0,0.0
352,Cockburn Town,TC,21.46,-71.14,86.0,70,40,9.17,scattered clouds,0.0,0.0
353,Tiksi,RU,71.69,128.87,44.58,77,4,12.88,clear sky,0.0,0.0
354,San Rafael,AR,-34.62,-68.33,54.52,39,10,10.65,clear sky,0.0,0.0
355,Ahipara,NZ,-35.17,173.17,56.48,85,28,8.99,scattered clouds,0.0,0.0
356,Urziceni,RO,44.72,26.63,63.0,100,41,4.7,scattered clouds,0.0,0.0
357,Salym,RU,60.06,71.48,42.21,94,79,5.12,broken clouds,0.0,0.0
358,Agadez,NE,19.75,10.25,87.01,11,0,2.89,clear sky,0.0,0.0
359,Sola,VU,-13.88,167.55,80.91,85,66,18.14,light rain,0.17,0.0
360,Kutum,SD,14.2,24.67,78.15,16,0,5.88,clear sky,0.0,0.0
361,Ronne,DK,55.1,14.71,62.6,100,79,3.36,broken clouds,0.0,0.0
362,Naze,JP,28.37,129.48,75.2,94,90,3.36,light rain,0.0,0.0
363,Vanavara,RU,60.34,102.28,61.34,75,47,3.78,scattered clouds,0.0,0.0
364,Lagoa,PT,39.05,-27.98,66.13,85,0,18.39,clear sky,0.0,0.0
365,Hamilton,US,39.18,-84.53,73.99,78,90,10.07,moderate rain,1.63,0.0
366,Ikwiriri,TZ,-7.96,38.97,71.15,79,1,5.44,clear sky,0.0,0.0
367,Wucheng,CN,29.6,118.17,74.53,90,100,0.92,moderate rain,1.01,0.0
368,Siderno,IT,38.28,16.3,73.0,78,5,8.01,clear sky,0.0,0.0
369,Labuhan,ID,-6.88,112.21,77.59,87,100,4.16,overcast clouds,0.0,0.0
370,Yarmouth,US,41.71,-70.23,80.6,65,1,8.05,clear sky,0.0,0.0
371,Bowen,AU,-20.02,148.23,66.99,93,90,2.24,overcast clouds,0.0,0.0
372,Carlsbad,US,33.16,-117.35,75.0,73,90,9.17,haze,0.0,0.0
373,Buala,SB,-8.14,159.59,80.56,78,21,4.92,few clouds,0.0,0.0
374,Sept-Iles,CA,50.2,-66.38,59.0,71,90,12.75,overcast clouds,0.0,0.0
375,Beloha,MG,-25.17,45.05,66.96,86,99,2.06,overcast clouds,0.0,0.0
376,Bela,IN,25.93,81.98,81.77,75,40,5.73,scattered clouds,0.0,0.0
377,Manyana,BW,-23.4,21.72,50.5,47,0,4.63,clear sky,0.0,0.0
378,Abha,SA,18.22,42.51,73.4,56,92,4.7,overcast clouds,0.0,0.0
379,Ponta Delgada,PT,37.73,-25.67,68.0,82,75,8.05,broken clouds,0.0,0.0
380,Fujin,CN,47.26,132.03,56.07,97,100,3.65,light rain,0.19,0.0
381,Renqiu,CN,38.7,116.09,78.53,48,93,11.59,overcast clouds,0.0,0.0
382,Kui Buri,TH,12.08,99.85,79.14,84,38,5.23,scattered clouds,0.0,0.0
383,Villarrica,PY,-25.75,-56.43,78.37,66,0,4.05,clear sky,0.0,0.0
384,Betanzos,ES,43.28,-8.21,64.4,72,35,3.36,scattered clouds,0.0,0.0
385,Orsk,RU,51.2,58.57,64.4,68,2,8.95,clear sky,0.0,0.0
386,Jiblah,YE,13.92,44.15,69.76,68,21,3.33,few clouds,0.0,0.0
387,Usinsk,RU,65.99,57.53,40.91,74,71,15.48,broken clouds,0.0,0.0
388,La Ronge,CA,55.1,-105.28,62.6,51,20,5.82,few clouds,0.0,0.0
389,Cabedelo,BR,-6.98,-34.83,77.0,83,40,13.87,scattered clouds,0.0,0.0
390,Iskateley,RU,67.68,53.15,40.89,70,100,11.72,overcast clouds,0.0,0.0
391,Kashi,CN,39.45,75.98,73.4,12,0,11.18,clear sky,0.0,0.0
392,Samfya,ZM,-11.36,29.56,60.06,47,0,4.47,clear sky,0.0,0.0
393,Mukhen,RU,48.1,136.1,51.39,95,100,3.94,moderate rain,1.83,0.0
394,Aripuana,BR,-9.17,-60.63,91.62,41,93,3.0,overcast clouds,0.0,0.0
395,Bagdarin,RU,54.43,113.6,46.85,88,67,2.68,light rain,0.23,0.0
396,Male,MV,4.17,73.51,84.2,79,75,11.41,broken clouds,0.0,0.0
397,Kodinsk,RU,58.69,99.18,64.09,61,92,2.62,overcast clouds,0.0,0.0
398,Verkhnyaya Inta,RU,65.98,60.31,38.91,79,33,7.0,scattered clouds,0.0,0.0
399,Kapit,MY,2.02,112.93,74.46,95,100,1.61,moderate rain,1.04,0.0
400,Souillac,MU,-20.52,57.52,71.6,78,40,14.99,scattered clouds,0.0,0.0
401,Asfi,MA,32.3,-9.24,72.18,66,0,24.43,clear sky,0.0,0.0
402,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,41.0,100,90,6.71,fog,0.0,0.0
403,Sioux Lookout,CA,50.1,-91.92,60.8,82,75,6.93,broken clouds,0.0,0.0
404,Coahuayana,MX,18.73,-103.68,82.4,69,20,11.41,few clouds,0.0,0.0
405,Bilibino,RU,68.05,166.44,75.7,35,0,5.86,clear sky,0.0,0.0
406,Buraydah,SA,26.33,43.98,89.6,27,0,8.05,clear sky,0.0,0.0
407,Panalingaan,PH,8.78,117.42,79.84,81,81,3.18,broken clouds,0.0,0.0
408,Sabha,LY,27.04,14.43,87.35,17,0,15.9,clear sky,0.0,0.0
409,Sawtell,AU,-30.38,153.1,46.4,93,2,2.24,clear sky,0.0,0.0
410,Pundaguitan,PH,6.37,126.17,82.98,71,56,2.68,light rain,0.64,0.0
411,Pitimbu,BR,-7.47,-34.81,77.0,83,40,13.87,scattered clouds,0.0,0.0
412,Road Town,VG,18.42,-64.62,89.6,66,20,11.41,few clouds,0.0,0.0
413,Pangkalanbuun,ID,-2.68,111.62,73.47,97,100,1.92,overcast clouds,0.0,0.0
414,Zhaoyuan,CN,37.36,120.4,66.99,92,100,7.02,overcast clouds,0.0,0.0
415,Santiago Del Estero,AR,-27.8,-64.26,64.49,66,100,14.03,overcast clouds,0.0,0.0
416,Ochamchira,GE,42.71,41.47,67.41,82,82,3.83,broken clouds,0.0,0.0
417,Ballina,AU,-28.87,153.57,53.6,93,0,6.93,clear sky,0.0,0.0
418,Bosaso,SO,11.28,49.18,92.8,43,100,4.5,overcast clouds,0.0,0.0
419,San Quintin,MX,30.48,-115.95,70.2,66,0,15.79,clear sky,0.0,0.0
420,Ramanathapuram,IN,9.38,78.83,84.67,59,100,12.35,overcast clouds,0.0,0.0
421,Nata,PA,8.33,-80.52,82.0,83,90,6.17,moderate rain,1.02,0.0
422,Krasnyy,RU,54.57,31.43,60.31,91,5,10.0,clear sky,0.0,0.0
423,Jhansi,IN,25.43,78.58,91.13,44,98,7.25,overcast clouds,0.0,0.0
424,Chernyshevskiy,RU,63.01,112.47,63.09,58,76,3.02,broken clouds,0.0,0.0
425,Buin,CL,-33.73,-70.75,57.2,62,90,3.0,overcast clouds,0.0,0.0
426,Durban,ZA,-29.86,31.03,69.01,72,9,3.0,light rain,0.11,0.0
427,Bukama,CD,-9.2,25.85,66.79,39,0,1.48,clear sky,0.0,0.0
428,Oytal,KZ,42.91,73.27,68.11,27,0,5.59,clear sky,0.0,0.0
429,Kargasok,RU,59.06,80.86,54.09,78,100,12.1,light rain,0.33,0.0
430,Namatanai,PG,-3.67,152.43,79.74,81,19,4.14,few clouds,0.0,0.0
431,Beyneu,KZ,45.32,55.2,84.67,16,100,12.59,overcast clouds,0.0,0.0
432,Almeirim,BR,-1.52,-52.58,83.44,78,38,3.22,light rain,0.35,0.0
433,Arman,RU,59.7,150.17,55.92,71,0,2.26,clear sky,0.0,0.0
434,Constitucion,CL,-35.33,-72.42,55.02,74,54,5.91,broken clouds,0.0,0.0
435,Denpasar,ID,-8.65,115.22,80.6,100,40,9.17,scattered clouds,0.0,0.0
436,Launceston,AU,-41.45,147.17,46.4,100,90,3.91,light rain,0.25,0.0
437,Capitao Poco,BR,-1.75,-47.06,78.12,94,96,5.01,moderate rain,1.97,0.0
438,Kandi,BJ,11.13,2.94,85.21,55,100,9.35,overcast clouds,0.0,0.0
439,Mirnyy,RU,62.54,113.96,57.2,87,78,3.89,light rain,0.38,0.0
440,Walvis Bay,NA,-22.96,14.51,60.8,67,73,2.24,broken clouds,0.0,0.0
441,Raudeberg,NO,61.99,5.14,59.0,94,100,10.54,light rain,0.82,0.0
442,Mpanda,TZ,-6.37,31.04,63.84,51,0,2.21,clear sky,0.0,0.0
443,Beyla,GN,8.68,-8.63,71.76,90,25,4.32,light rain,0.21,0.0
444,Riyadh,SA,24.69,46.72,91.4,17,0,5.82,clear sky,0.0,0.0
445,Vestmannaeyjar,IS,63.44,-20.27,51.8,87,75,26.4,light rain,0.0,0.0
446,Maceio,BR,-9.67,-35.74,80.6,61,20,12.75,few clouds,0.0,0.0
447,Cairns,AU,-16.92,145.77,66.2,88,27,3.36,scattered clouds,0.0,0.0
448,Husavik,IS,66.04,-17.34,60.8,59,20,24.16,few clouds,0.0,0.0
449,Huangmei,CN,30.19,116.03,71.4,92,99,4.29,overcast clouds,0.0,0.0
450,Cabra,ES,37.47,-4.44,86.0,25,0,2.04,clear sky,0.0,0.0
451,Great Yarmouth,GB,52.61,1.73,64.99,65,0,9.37,clear sky,0.0,0.0
452,Palermo,IT,37.82,13.58,66.0,69,95,2.24,overcast clouds,0.0,0.0
453,Aasiaat,GL,68.71,-52.87,41.43,68,30,5.86,scattered clouds,0.0,0.0
454,Saint-Pierre,RE,-21.34,55.48,66.2,82,20,4.7,few clouds,0.0,0.0
455,Batagay-Alyta,RU,67.8,130.41,76.95,39,51,0.72,broken clouds,0.0,0.0
456,Ust-Maya,RU,60.42,134.53,53.47,64,100,5.79,overcast clouds,0.0,0.0
457,Chiniot,PK,31.72,72.98,96.64,26,0,9.64,clear sky,0.0,0.0
458,Necochea,AR,-38.55,-58.74,54.0,81,30,10.0,scattered clouds,0.0,0.0
459,Yilan,TW,24.76,121.75,84.2,74,40,3.36,scattered clouds,0.0,0.0
460,Isabela,PH,6.71,121.97,79.66,79,100,2.13,overcast clouds,0.0,0.0
461,Dalian,CN,38.91,121.6,69.8,73,24,6.71,few clouds,0.0,0.0
462,Yumen,CN,40.28,97.2,59.4,56,48,4.05,scattered clouds,0.0,0.0
463,Nanakuli,US,21.39,-158.15,82.4,61,75,9.17,broken clouds,0.0,0.0
464,Russell,US,32.35,-85.2,93.2,41,40,9.17,scattered clouds,0.0,0.0
465,Uvinza,TZ,-5.1,30.39,67.53,58,0,2.06,clear sky,0.0,0.0
466,Datong,CN,40.09,113.29,71.71,54,99,5.12,overcast clouds,0.0,0.0
467,Noumea,NC,-22.28,166.46,57.2,87,0,5.7,clear sky,0.0,0.0
468,Meulaboh,ID,4.14,96.13,74.82,95,100,3.56,heavy intensity rain,5.16,0.0
469,Vavozh,RU,56.78,51.93,42.75,81,41,5.44,scattered clouds,0.0,0.0
470,Amahai,ID,-3.33,128.92,81.0,97,60,4.52,broken clouds,0.0,0.0
471,Soe,ID,-9.86,124.28,63.61,100,54,5.99,broken clouds,0.0,0.0
472,Chapais,CA,49.78,-74.85,89.6,31,1,12.75,clear sky,0.0,0.0
473,Tshikapa,CD,-6.42,20.8,72.05,30,0,1.32,clear sky,0.0,0.0
474,Isilkul,RU,54.91,71.27,52.66,88,99,5.75,overcast clouds,0.0,0.0
475,Ust-Ilimsk,RU,58.0,102.66,58.39,77,4,2.33,clear sky,0.0,0.0
476,Corvallis,US,44.56,-123.26,73.0,53,84,1.01,broken clouds,0.0,0.0
477,Anadyr,RU,64.75,177.48,69.01,45,25,3.58,scattered clouds,0.0,0.0
478,Vao,NC,-22.67,167.48,69.26,59,30,7.76,scattered clouds,0.0,0.0
479,Monrovia,LR,6.3,-10.8,78.39,87,99,9.15,light rain,0.5,0.0
480,Hohhot,CN,40.81,111.65,69.8,77,20,2.24,light intensity shower rain,0.0,0.0
481,Koslan,RU,63.46,48.9,41.74,78,15,5.55,few clouds,0.0,0.0
482,Merrill,US,45.18,-89.68,78.8,54,75,10.29,broken clouds,0.0,0.0
483,Wanning,CN,18.8,110.4,82.4,88,21,12.35,few clouds,0.0,0.0
484,Mamontovo,RU,52.71,81.62,50.86,60,85,9.55,overcast clouds,0.0,0.0
485,Ixtapa,MX,20.7,-105.2,87.01,62,20,14.99,few clouds,0.0,0.0
486,Pombia,IT,45.65,8.63,78.01,33,0,9.17,clear sky,0.0,0.0
487,Kamaishi,JP,39.27,141.88,63.07,86,100,2.33,overcast clouds,0.0,0.0
488,Sambava,MG,-14.27,50.17,73.2,90,68,14.67,light rain,0.16,0.0
489,Vetluzhskiy,RU,58.39,45.47,45.23,80,0,4.21,clear sky,0.0,0.0
490,Sulzbach-Rosenberg,DE,49.5,11.75,63.0,77,1,3.38,clear sky,0.0,0.0
491,Vardo,NO,70.37,31.11,46.4,81,40,5.82,scattered clouds,0.0,0.0
492,Magadan,RU,59.57,150.8,54.07,73,0,4.16,clear sky,0.0,0.0
493,Piotrkow Trybunalski,PL,51.41,19.7,64.0,89,99,8.41,overcast clouds,0.0,0.0
494,Sisimiut,GL,66.94,-53.67,48.52,52,0,12.39,clear sky,0.0,0.0
495,Marsa Matruh,EG,31.35,27.25,73.35,75,0,14.72,clear sky,0.0,0.0
496,Guerrero Negro,MX,27.98,-114.06,72.18,52,1,17.81,clear sky,0.0,0.0
497,Hattiesburg,US,31.33,-89.29,91.4,46,20,11.41,few clouds,0.0,0.0
498,Sonoita,MX,31.85,-112.83,102.0,7,0,9.04,clear sky,0.0,0.0
499,Kakching,IN,24.48,93.98,70.2,93,95,1.45,overcast clouds,0.0,0.0
500,Bonthe,SL,7.53,-12.51,79.93,84,100,7.05,light rain,0.88,0.0
501,Halifax,CA,44.65,-63.57,64.99,71,60,1.01,broken clouds,0.0,0.0
502,Orchard Homes,US,46.86,-114.05,75.0,40,20,5.82,few clouds,0.0,0.0
503,Ndjole,GA,-0.18,10.76,75.58,82,57,1.9,broken clouds,0.0,0.0
504,Begunitsy,RU,59.59,29.32,62.6,51,0,8.95,clear sky,0.0,0.0
505,Bangangte,CM,5.14,10.52,62.38,100,99,3.22,light rain,0.64,0.0
506,Nouadhibou,MR,20.93,-17.03,73.4,69,0,20.8,sand,0.0,0.0
507,Olafsvik,IS,64.89,-23.71,56.46,66,3,17.69,clear sky,0.0,0.0
508,Flinders,AU,-34.58,150.86,51.01,75,49,8.99,scattered clouds,0.0,0.0
509,Esso,RU,55.93,158.7,59.72,58,13,2.37,few clouds,0.0,0.0
510,Kaura Namoda,NG,12.59,6.58,92.3,36,96,6.69,overcast clouds,0.0,0.0
511,Moen,NO,69.13,18.61,69.8,43,19,3.36,few clouds,0.0,0.0
512,Gien,FR,47.69,2.63,66.99,74,14,8.12,few clouds,0.0,0.0
513,Amapa,BR,1.0,-52.0,78.58,93,100,3.91,light rain,0.88,0.0
514,Borogontsy,RU,62.67,131.17,56.84,63,0,4.27,clear sky,0.0,0.0
515,Chifeng,CN,42.27,118.96,67.91,82,100,6.55,overcast clouds,0.0,0.0
516,Comodoro Rivadavia,AR,-45.87,-67.5,55.4,43,100,18.34,overcast clouds,0.0,0.0
517,Villa Maria,AR,-32.41,-63.24,61.0,36,15,4.0,few clouds,0.0,0.0
518,Petrov Val,RU,50.14,45.21,65.86,82,43,15.35,light rain,0.36,0.0
519,Puerto Del Rosario,ES,28.5,-13.86,75.2,64,0,16.11,clear sky,0.0,0.0
520,Atikokan,CA,48.76,-91.62,71.44,49,44,8.66,scattered clouds,0.0,0.0
521,Pinawa,CA,50.15,-95.88,58.84,75,91,10.71,light rain,0.16,0.0
522,Mehran,IR,33.12,46.16,68.0,42,0,4.7,clear sky,0.0,0.0
523,Oriximina,BR,-1.77,-55.87,86.0,64,100,6.02,overcast clouds,0.0,0.0
524,Cody,US,44.53,-109.06,73.0,42,90,6.93,light rain,0.0,0.0
525,Brae,GB,60.4,-1.35,55.4,93,72,13.87,broken clouds,0.0,0.0
526,Berlevag,NO,70.86,29.09,42.8,81,40,8.05,scattered clouds,0.0,0.0
527,Deputatskiy,RU,69.3,139.9,77.0,28,0,1.54,clear sky,0.0,0.0
528,Kavaratti,IN,10.57,72.64,83.84,76,100,13.13,light rain,0.83,0.0
529,Bitlis,TR,38.5,42.25,50.99,77,79,3.33,broken clouds,0.0,0.0
530,Khirkiya,IN,22.17,76.86,79.3,78,100,6.62,moderate rain,1.13,0.0
531,Miles City,US,46.41,-105.84,75.2,44,90,9.17,overcast clouds,0.0,0.0
532,Meadow Lake,US,34.8,-106.54,91.4,8,40,5.82,scattered clouds,0.0,0.0
533,Ibanda,TZ,-2.8,32.47,77.0,47,40,5.82,scattered clouds,0.0,0.0
534,Oranjemund,NA,-28.55,16.43,57.36,79,0,7.16,clear sky,0.0,0.0
535,Bogovarovo,RU,58.98,47.02,43.75,78,27,3.56,scattered clouds,0.0,0.0
536,Kirkuk,IQ,35.47,44.39,79.75,31,47,3.31,scattered clouds,0.0,0.0
537,Bridgewater,CA,44.38,-64.52,62.01,87,34,1.99,scattered clouds,0.0,0.0
538,Constantine,DZ,36.37,6.61,69.8,46,20,8.05,few clouds,0.0,0.0
539,Urengoy,RU,65.97,78.37,46.18,95,13,12.48,few clouds,0.0,0.0
540,Port Hardy,CA,50.7,-127.42,59.0,82,75,6.93,broken clouds,0.0,0.0
541,Etropole,BG,42.83,24.0,62.6,67,90,11.41,overcast clouds,0.0,0.0
542,Adrar,MR,20.5,-10.07,104.79,9,23,12.71,few clouds,0.0,0.0
543,Sukhobezvodnoye,RU,57.05,44.89,48.92,75,0,5.26,clear sky,0.0,0.0
544,Dicabisagan,PH,17.08,122.42,79.92,82,53,4.92,broken clouds,0.0,0.0
545,Inhambane,MZ,-23.86,35.38,65.59,77,0,4.52,clear sky,0.0,0.0
546,Maningrida,AU,-12.07,134.27,62.24,90,0,8.7,clear sky,0.0,0.0
547,Gorontalo,ID,0.54,123.06,74.62,89,68,2.62,light rain,0.2,0.0
548,Tomatlan,MX,19.93,-105.25,92.82,42,75,10.2,broken clouds,0.0,0.0
549,Moose Factory,CA,51.26,-80.61,66.2,93,90,2.98,overcast clouds,0.0,0.0
550,Broken Hill,AU,-31.95,141.43,48.2,81,90,13.87,overcast clouds,0.0,0.0
551,Pogar,RU,52.55,33.26,65.55,95,100,10.69,overcast clouds,0.0,0.0
552,Basco,PH,20.45,121.97,84.81,78,100,12.71,overcast clouds,0.0,0.0
553,Port Blair,IN,11.67,92.75,83.01,81,100,8.52,overcast clouds,0.0,0.0
554,Fort Nelson,CA,58.81,-122.7,68.0,49,75,10.29,broken clouds,0.0,0.0
555,Masyaf,SY,35.07,36.34,69.8,73,0,3.36,clear sky,0.0,0.0
556,Quatre Cocos,MU,-20.21,57.76,72.0,78,40,14.99,scattered clouds,0.0,0.0
557,Tautira,PF,-17.73,-149.15,82.4,65,20,4.7,few clouds,0.0,0.0
558,Kloulklubed,PW,7.04,134.26,78.8,88,75,8.32,broken clouds,0.0,0.0
559,Sao Sebastiao Do Cai,BR,-29.59,-51.38,84.99,52,52,3.8,broken clouds,0.0,0.0
560,Mount Gambier,AU,-37.83,140.77,48.2,100,75,9.17,shower rain,0.0,0.0
561,Innisfail,AU,-17.53,146.03,65.23,92,29,5.21,scattered clouds,0.0,0.0
562,Portland,US,45.52,-122.68,72.0,56,90,5.82,overcast clouds,0.0,0.0
563,North Bend,US,43.41,-124.22,68.0,77,90,19.46,overcast clouds,0.0,0.0
564,Raposa,BR,-6.52,-44.18,78.69,60,23,7.07,few clouds,0.0,0.0
565,Surt,LY,31.21,16.59,71.67,78,0,12.5,clear sky,0.0,0.0
566,Hambantota,LK,6.12,81.12,82.2,76,100,18.37,overcast clouds,0.0,0.0
567,Tezu,IN,27.92,96.17,76.48,84,96,2.84,light rain,0.72,0.0
568,Guanica,PR,17.97,-66.91,89.01,52,2,5.01,clear sky,0.0,0.0
569,Carmelo,UY,-33.99,-58.29,64.4,59,71,8.05,broken clouds,0.0,0.0
570,Miguel Alves,BR,-4.17,-42.9,82.98,63,2,2.1,clear sky,0.0,0.0
571,Lafia,NG,8.48,8.52,76.26,87,83,5.7,moderate rain,1.13,0.0
